review,aspect_category,sentiment
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",FOOD#QUALITY,positive
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",RESTAURANT#PRICES,positive
"Just remember, the later you go, the longer you may have to wait.",,
It's popular w/the late crowd.,,
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",SERVICE#GENERAL,negative
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD#STYLE_OPTIONS,negative
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD#PRICES,negative
"Overall, not worth the money.",RESTAURANT#GENERAL,negative
"Overall, not worth the money.",RESTAURANT#PRICES,negative
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE#GENERAL,positive
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",RESTAURANT#GENERAL,negative
I love Indian food and consider myself to be quite an expert on it.,,
Chennai Garden is my favorite Indian restaurant in the city.,RESTAURANT#GENERAL,positive
They have authentic Indian at amazin prices.,FOOD#QUALITY,positive
They have authentic Indian at amazin prices.,FOOD#PRICES,positive
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,FOOD#STYLE_OPTIONS,negative
The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE#GENERAL,negative
It's a rather cramped and busy restaurant and it closes early.,RESTAURANT#MISCELLANEOUS,negative
It's a rather cramped and busy restaurant and it closes early.,AMBIENCE#GENERAL,negative
Patroon features a nice cigar bar and has great staff.,AMBIENCE#GENERAL,positive
Patroon features a nice cigar bar and has great staff.,SERVICE#GENERAL,positive
The food is tasty and portion sizes are appropriate.,FOOD#QUALITY,positive
The food is tasty and portion sizes are appropriate.,FOOD#STYLE_OPTIONS,positive
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,RESTAURANT#MISCELLANEOUS,positive
Not a great place for family or general dining.,RESTAURANT#MISCELLANEOUS,negative
LLOOVVE THIS PLACE.,RESTAURANT#GENERAL,positive
Food is excellent.,FOOD#QUALITY,positive
Fish is so very fresh.,FOOD#QUALITY,positive
Waitstaff are very friendly.,SERVICE#GENERAL,positive
Love YUKA.,RESTAURANT#GENERAL,positive
Mermaid Inn is an overall good restaurant with really good seafood.,FOOD#QUALITY,positive
Mermaid Inn is an overall good restaurant with really good seafood.,RESTAURANT#GENERAL,positive
The menu is limited but almost all of the dishes are excellent.,FOOD#STYLE_OPTIONS,negative
The menu is limited but almost all of the dishes are excellent.,FOOD#QUALITY,positive
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,positive
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD#QUALITY,positive
The service is good and ambience is good for a date or group outing.,SERVICE#GENERAL,positive
The service is good and ambience is good for a date or group outing.,AMBIENCE#GENERAL,positive
The only fallback on this restaurant is the prices.,RESTAURANT#PRICES,negative
"Even though its good seafood, the prices are too high.",FOOD#QUALITY,positive
"Even though its good seafood, the prices are too high.",FOOD#PRICES,negative
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#QUALITY,positive
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#STYLE_OPTIONS,negative
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD#PRICES,negative
Went to Village last night for my birthday.,,
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",,
We were very pleasantly surprised.,RESTAURANT#GENERAL,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD#QUALITY,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",SERVICE#GENERAL,positive
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE#GENERAL,positive
Truly the mark of an attentive waiter.,SERVICE#GENERAL,positive
I highly recommend the restaurant based on our experience last night.,RESTAURANT#GENERAL,positive
We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD#QUALITY,negative
We thought that this place is using too much of MSG cooking in the foods.,FOOD#QUALITY,negative
Why?,,
"They don't concern much of customer's health, just want to make money.",RESTAURANT#GENERAL,negative
please don't fool us.,RESTAURANT#GENERAL,negative
I visit New Green Bo when I have money or when I am broke.,,
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD#QUALITY,positive
The food is so cheap and the waiters are nice.,FOOD#PRICES,positive
The food is so cheap and the waiters are nice.,SERVICE#GENERAL,positive
"Of course, it is crowded but who cares.",RESTAURANT#MISCELLANEOUS,neutral
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,RESTAURANT#MISCELLANEOUS,positive
Have frequented 'ino for several years and the food remains excellent.,FOOD#QUALITY,positive
Cheese plate is a varied delight and great bargain at $10.,FOOD#QUALITY,positive
Cheese plate is a varied delight and great bargain at $10.,FOOD#STYLE_OPTIONS,positive
Cheese plate is a varied delight and great bargain at $10.,FOOD#PRICES,positive
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD#STYLE_OPTIONS,positive
"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD#QUALITY,positive
Wine list is extensive without being over-priced.,DRINKS#STYLE_OPTIONS,positive
Wine list is extensive without being over-priced.,DRINKS#PRICES,positive
"Be sure to try the seasonal, and always delicious, specials.",FOOD#QUALITY,positive
Definitely a neighborhood favorite.,RESTAURANT#GENERAL,positive
I loved this place!!,RESTAURANT#GENERAL,positive
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE#GENERAL,positive
"The food was very good, a great deal, and the place its self was great.",FOOD#QUALITY,positive
"The food was very good, a great deal, and the place its self was great.",FOOD#PRICES,positive
"The food was very good, a great deal, and the place its self was great.",AMBIENCE#GENERAL,positive
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE#GENERAL,positive
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE#GENERAL,negative
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",RESTAURANT#GENERAL,positive
"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE#GENERAL,negative
"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE#GENERAL,negative
"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE#GENERAL,negative
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE#GENERAL,negative
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE#GENERAL,negative
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",RESTAURANT#GENERAL,positive
Pizza here is consistently good.,FOOD#QUALITY,positive
Salads are a delicious way to begin the meal.,FOOD#QUALITY,positive
You should pass on the calamari.,FOOD#QUALITY,negative
It is thick and slightly soggy.,FOOD#QUALITY,negative
Decor is charming.,AMBIENCE#GENERAL,positive
Service is average.,SERVICE#GENERAL,neutral
What a great place.,RESTAURANT#GENERAL,positive
I came into the city to try out this restaurant because a friend had recommended it to my husband.,,
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",AMBIENCE#GENERAL,positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",RESTAURANT#PRICES,positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",FOOD#QUALITY,positive
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",SERVICE#GENERAL,neutral
I would definitely recommend SEA if you like thai cuisine!,FOOD#QUALITY,positive
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE#GENERAL,negative
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE#GENERAL,negative
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",SERVICE#GENERAL,negative
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",SERVICE#GENERAL,negative
"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",,
Never again!,RESTAURANT#GENERAL,negative
I absolutely Loved this place.,RESTAURANT#GENERAL,positive
