ReviewTitle,ReviewBody,ReviewStar,Product
"Low cost but high value
","One of the best boAt earphones. I have been using boAt for two years and I found their services to be very very impressive. The audio quality is very good. The music feels amazing. Bass is also good compared to other boAt products.However, one problem is that there is latency in audio while you are playing a game. I played PUBG using these earphones and there was a mismatch between audio and the action performed in the game. If you are a gaming freak and plays a lot of game such as PUBG, Asphalt, COD, or any other game where audio is everything then don't buy bluetooth devices. Go for wired one, they will perform far better. Hope you will find this review helpful!
",5,boAt Rockerz 255
"Bad quality and not a stylish product
","Looks bad,not stylishVery uncomfortable,Sound also not goodI don’t know about other products at this priceBetter don’t bye this productNo need to go for other reviews if u saw my reviewI can’t return this item because there is only replace option
",1,boAt Rockerz 255
"Awesome
","Very good sound quality. It is perfect for sports and also other purposes.Very good bass (if bass is not there download app bass booster you will get it)Noise cancelation is goodIt is given that battery backup of 6 hoursBut after i used it, i came to know that it can give a battery back up of 6 hours and more
",5,boAt Rockerz 255
"Good sound with poor quality
","Product is average.. ear buds clip sizes differ, so not holding on firmly.. slips during vigorous workouts.. Sound quality very good and decent.  BUT BATTY LIFE VERY DISAPPOINTING. DISCONNECTS VERY OFTEN AFTER 1 HOUR.SO NOT A VALUE FOR MONEY
",3,boAt Rockerz 255
"Not for audiophiles
","Its got good bass. but it range for  treble or Mid range is lacking.If You are audiophile.. You will notice it's lacking. Just one day into use.Did some tests... Yes, it lacks in higher frequencies.However with equalizer it helps a bit.Built wise good.. And will last long
",3,boAt Rockerz 255
"Excellent Product
","The earphones are sleek and not bulky around the neck. Give a really good sporty look. The sound quality is very nice and not harsh. Good bass and treble balance even when on full volume.Got this product during the Amazon sale on headphones. had ordered two earphone, one was defective; hence one less star in the overall review. The other one was in great condition. a good deal for the price.
",4,boAt Rockerz 255
"Good product but bit expensive
","Battery life is good but not that great, expecting bit more for this price.Sound quality nicely clear, loud and no distortion at moderate volume.Durability is good but product looks somewhat delicate so I am not sure it can handle some rough usage.Wearing comfort is good, connecting process with phone is very easy and fast.
",4,boAt Rockerz 255
"Terrible headsets
","I bought one recently and below was my experience :1) the wireless range is very low.2) battery life isn't good either.3) boat is known for it's bass, but this one's bass was terribly unpleasant.Final verdict : Don't buy it. Better go for Mi sports basic headsets that 's much better and has a balanced sound. Or if you have a good budget, go with the Jays t-Four or RHA, they are just WOW!!
",1,boAt Rockerz 255
"Economy class
","Economic is what I would say. Not great nor too bad. It's decent with performance and battery life. You can surely go for it if u not a music freak and need sound quality of high standards. A really good product for day to day use. I would say for this price - the justice has been done.
",4,boAt Rockerz 255
"Good performance but the earphones stopped working after some time.
","I had bought the earphones about 20 days back. They were working absolutely fine. They fit perfectly and sound great.But after 20 days of working they stopped working. They wont switch on. I tried charging with powerbanks, PC, chargers (I was very careful of not exceeding the amperage for charging and I didnt exceed the limit). Now to claim warranty I have to send this to the company which will take at least 10-15 days. This is very unfortunate and I am seriously questioning the legitimacy of this brand.
",1,boAt Rockerz 255
